  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 114  13.02%                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.2947   0.01750   0.01114  -0.1897   0.8440   0.0208
  -4.800   0.3189   0.01656   0.01013  -0.1904   0.8407   0.0216
  -4.600   0.3375   0.01625   0.00979  -0.1898   0.8353   0.0233
  -4.400   0.3610   0.01563   0.00900  -0.1901   0.8311   0.0253
  -4.200   0.3860   0.01503   0.00838  -0.1907   0.8276   0.0272
  -4.000   0.4096   0.01451   0.00775  -0.1909   0.8238   0.0293
  -3.800   0.4298   0.01393   0.00720  -0.1907   0.8186   0.0320
  -3.600   0.4538   0.01345   0.00669  -0.1910   0.8144   0.0372
  -3.400   0.4795   0.01305   0.00626  -0.1918   0.8109   0.0456
  -3.200   0.5018   0.01273   0.00595  -0.1918   0.8064   0.0572
  -3.000   0.5240   0.01237   0.00563  -0.1919   0.8014   0.0745
  -2.800   0.5486   0.01203   0.00535  -0.1925   0.7972   0.1016
  -2.600   0.5746   0.01173   0.00512  -0.1933   0.7938   0.1433
  -2.400   0.5950   0.01152   0.00507  -0.1932   0.7884   0.1890
  -2.200   0.6178   0.01132   0.00499  -0.1934   0.7836   0.2385
  -2.000   0.6426   0.01114   0.00488  -0.1940   0.7795   0.2890
  -1.800   0.6654   0.01102   0.00485  -0.1941   0.7750   0.3368
  -1.400   0.7102   0.01081   0.00482  -0.1942   0.7650   0.4330
  -1.200   0.7349   0.01073   0.00478  -0.1947   0.7611   0.4803
  -1.000   0.7544   0.01069   0.00485  -0.1941   0.7552   0.5216
  -0.800   0.7767   0.01063   0.00484  -0.1940   0.7501   0.5615
  -0.600   0.8007   0.01058   0.00481  -0.1942   0.7460   0.6004
  -0.400   0.8203   0.01057   0.00488  -0.1936   0.7402   0.6358
  -0.200   0.8414   0.01053   0.00490  -0.1933   0.7347   0.6713
   0.000   0.8642   0.01049   0.00487  -0.1932   0.7302   0.7070
   0.200   0.8829   0.01048   0.00494  -0.1923   0.7244   0.7415
   0.400   0.9021   0.01044   0.00496  -0.1915   0.7187   0.7777
   0.600   0.9218   0.01039   0.00493  -0.1907   0.7140   0.8170
   0.800   0.9352   0.01033   0.00498  -0.1886   0.7079   0.8623
   1.000   0.9472   0.01016   0.00487  -0.1860   0.7020   0.9414
   1.200   0.9741   0.01018   0.00478  -0.1870   0.6970   1.0000
   1.400   0.9944   0.01026   0.00484  -0.1867   0.6901   1.0000
   1.600   1.0173   0.01033   0.00483  -0.1868   0.6842   1.0000
   1.800   1.0395   0.01043   0.00486  -0.1869   0.6782   1.0000
   2.000   1.0603   0.01052   0.00491  -0.1866   0.6713   1.0000
   2.200   1.0839   0.01062   0.00490  -0.1869   0.6657   1.0000
   2.400   1.1031   0.01072   0.00501  -0.1863   0.6584   1.0000
