  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 114  13.02%                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.3161   0.00956   0.00412  -0.1923   0.7702   0.0088
  -4.800   0.3387   0.00931   0.00383  -0.1925   0.7659   0.0094
  -4.600   0.3613   0.00916   0.00361  -0.1926   0.7617   0.0102
  -4.400   0.3842   0.00899   0.00341  -0.1927   0.7578   0.0109
  -4.200   0.4072   0.00871   0.00309  -0.1929   0.7534   0.0120
  -4.000   0.4299   0.00857   0.00291  -0.1930   0.7491   0.0135
  -3.800   0.4527   0.00841   0.00270  -0.1931   0.7448   0.0158
  -3.600   0.4757   0.00823   0.00253  -0.1933   0.7406   0.0197
  -3.400   0.4985   0.00809   0.00239  -0.1934   0.7361   0.0255
  -3.200   0.5211   0.00798   0.00228  -0.1935   0.7316   0.0338
  -3.000   0.5438   0.00787   0.00219  -0.1936   0.7274   0.0443
  -2.800   0.5667   0.00774   0.00211  -0.1938   0.7228   0.0585
  -2.600   0.5894   0.00762   0.00204  -0.1939   0.7181   0.0781
  -2.400   0.6118   0.00754   0.00198  -0.1940   0.7134   0.1010
  -2.200   0.6348   0.00742   0.00194  -0.1942   0.7089   0.1273
  -2.000   0.6575   0.00731   0.00190  -0.1944   0.7040   0.1578
  -1.800   0.6799   0.00724   0.00187  -0.1945   0.6991   0.1903
  -1.600   0.7027   0.00715   0.00186  -0.1947   0.6944   0.2261
  -1.400   0.7253   0.00707   0.00185  -0.1948   0.6892   0.2605
  -1.200   0.7476   0.00703   0.00185  -0.1949   0.6840   0.2934
  -1.000   0.7700   0.00698   0.00186  -0.1949   0.6790   0.3268
  -0.800   0.7926   0.00692   0.00187  -0.1951   0.6735   0.3636
  -0.600   0.8146   0.00690   0.00189  -0.1951   0.6679   0.4019
  -0.400   0.8369   0.00687   0.00192  -0.1951   0.6625   0.4366
  -0.200   0.8591   0.00685   0.00195  -0.1951   0.6567   0.4705
   0.000   0.8807   0.00687   0.00199  -0.1950   0.6507   0.5018
   0.200   0.9030   0.00685   0.00204  -0.1951   0.6450   0.5319
   0.400   0.9247   0.00687   0.00208  -0.1950   0.6386   0.5610
   0.600   0.9461   0.00690   0.00213  -0.1948   0.6324   0.5905
   0.800   0.9681   0.00691   0.00219  -0.1948   0.6261   0.6188
   1.000   0.9890   0.00696   0.00225  -0.1945   0.6192   0.6466
   1.200   1.0107   0.00698   0.00232  -0.1944   0.6129   0.6755
   1.400   1.0317   0.00702   0.00239  -0.1942   0.6057   0.7034
   1.600   1.0525   0.00706   0.00247  -0.1939   0.5990   0.7322
   1.800   1.0733   0.00709   0.00255  -0.1936   0.5916   0.7640
   2.000   1.0930   0.00715   0.00264  -0.1931   0.5845   0.7975
   2.200   1.1127   0.00716   0.00273  -0.1926   0.5770   0.8362
   2.400   1.1289   0.00719   0.00282  -0.1912   0.5696   0.8881
   2.600   1.1438   0.00710   0.00283  -0.1895   0.5625   1.0000
   2.800   1.1635   0.00726   0.00292  -0.1891   0.5542   1.0000
   3.000   1.1847   0.00736   0.00299  -0.1889   0.5464   1.0000
   3.200   1.2041   0.00752   0.00310  -0.1884   0.5381   1.0000
   3.400   1.2248   0.00763   0.00318  -0.1882   0.5299   1.0000
   3.600   1.2439   0.00780   0.00329  -0.1876   0.5216   1.0000
   3.800   1.2640   0.00793   0.00339  -0.1873   0.5129   1.0000
   4.000   1.2828   0.00811   0.00352  -0.1867   0.5044   1.0000
   4.200   1.3022   0.00826   0.00364  -0.1862   0.4955   1.0000
   4.400   1.3208   0.00843   0.00377  -0.1856   0.4869   1.0000
   4.600   1.3392   0.00861   0.00391  -0.1849   0.4778   1.0000
   4.800   1.3574   0.00878   0.00404  -0.1842   0.4693   1.0000
   5.000   1.3740   0.00898   0.00420  -0.1832   0.4602   1.0000
   5.200   1.3918   0.00914   0.00434  -0.1824   0.4518   1.0000
   5.400   1.4073   0.00937   0.00452  -0.1812   0.4427   1.0000
   5.600   1.4249   0.00954   0.00467  -0.1804   0.4345   1.0000
   5.800   1.4403   0.00978   0.00487  -0.1791   0.4258   1.0000
   6.000   1.4574   0.00997   0.00504  -0.1782   0.4174   1.0000
   6.200   1.4729   0.01021   0.00525  -0.1771   0.4088   1.0000
   6.400   1.4890   0.01043   0.00544  -0.1760   0.4004   1.0000
   6.600   1.5043   0.01068   0.00567  -0.1748   0.3922   1.0000
   6.800   1.5197   0.01094   0.00589  -0.1737   0.3834   1.0000
   7.000   1.5352   0.01119   0.00613  -0.1726   0.3755   1.0000
   7.200   1.5494   0.01149   0.00639  -0.1713   0.3662   1.0000
   7.400   1.5647   0.01175   0.00664  -0.1701   0.3587   1.0000
   7.600   1.5785   0.01208   0.00694  -0.1688   0.3501   1.0000
   7.800   1.5936   0.01236   0.00721  -0.1676   0.3422   1.0000
   8.200   1.6210   0.01303   0.00784  -0.1650   0.3257   1.0000
   8.400   1.6331   0.01345   0.00822  -0.1634   0.3170   1.0000
   8.600   1.6474   0.01377   0.00854  -0.1622   0.3093   1.0000
   8.800   1.6590   0.01422   0.00896  -0.1606   0.3008   1.0000
   9.000   1.6723   0.01460   0.00933  -0.1593   0.2925   1.0000
   9.200   1.6836   0.01508   0.00979  -0.1578   0.2845   1.0000
   9.400   1.6959   0.01553   0.01023  -0.1564   0.2762   1.0000
   9.600   1.7070   0.01604   0.01072  -0.1548   0.2683   1.0000
   9.800   1.7176   0.01659   0.01124  -0.1532   0.2592   1.0000
  10.000   1.7285   0.01713   0.01178  -0.1517   0.2508   1.0000
  10.400   1.7485   0.01836   0.01297  -0.1486   0.2338   1.0000
  10.600   1.7569   0.01909   0.01367  -0.1468   0.2255   1.0000
  10.800   1.7670   0.01974   0.01432  -0.1454   0.2173   1.0000
  11.000   1.7747   0.02054   0.01509  -0.1437   0.2082   1.0000
  11.200   1.7822   0.02139   0.01591  -0.1420   0.1994   1.0000
  11.400   1.7907   0.02218   0.01670  -0.1405   0.1914   1.0000
  11.600   1.7968   0.02316   0.01765  -0.1387   0.1831   1.0000
  11.800   1.8046   0.02405   0.01854  -0.1372   0.1748   1.0000
  12.000   1.8105   0.02509   0.01955  -0.1355   0.1666   1.0000
  12.200   1.8161   0.02617   0.02062  -0.1339   0.1584   1.0000
  12.400   1.8220   0.02727   0.02171  -0.1324   0.1505   1.0000
  12.600   1.8257   0.02856   0.02297  -0.1307   0.1424   1.0000
  12.800   1.8321   0.02968   0.02410  -0.1294   0.1357   1.0000
  13.000   1.8357   0.03105   0.02545  -0.1278   0.1285   1.0000
  13.200   1.8414   0.03228   0.02668  -0.1265   0.1224   1.0000
  13.400   1.8443   0.03378   0.02817  -0.1250   0.1159   1.0000
  13.600   1.8492   0.03514   0.02954  -0.1238   0.1097   1.0000
  13.800   1.8510   0.03681   0.03120  -0.1224   0.1032   1.0000
  14.000   1.8547   0.03836   0.03275  -0.1213   0.0972   1.0000
  14.200   1.8556   0.04019   0.03458  -0.1200   0.0905   1.0000
  14.400   1.8576   0.04197   0.03637  -0.1189   0.0850   1.0000
