  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 117  9.8%                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.2421   0.01219   0.00578  -0.0725   0.9573   0.0750
  -4.800  -0.2128   0.01192   0.00552  -0.0740   0.9531   0.0903
  -4.600  -0.1863   0.01166   0.00526  -0.0749   0.9468   0.1044
  -4.400  -0.1571   0.01135   0.00493  -0.0763   0.9425   0.1193
  -4.200  -0.1322   0.01104   0.00464  -0.0768   0.9353   0.1335
  -4.000  -0.1059   0.01073   0.00433  -0.0775   0.9291   0.1499
  -3.800  -0.0822   0.01045   0.00408  -0.0778   0.9213   0.1684
  -3.600  -0.0579   0.01016   0.00384  -0.0781   0.9142   0.1899
  -3.400  -0.0360   0.00992   0.00364  -0.0779   0.9052   0.2140
  -3.200  -0.0131   0.00969   0.00346  -0.0780   0.8979   0.2418
  -3.000   0.0079   0.00950   0.00333  -0.0776   0.8884   0.2702
  -2.800   0.0294   0.00931   0.00320  -0.0774   0.8800   0.3024
  -2.600   0.0509   0.00913   0.00309  -0.0771   0.8718   0.3382
  -2.400   0.0717   0.00895   0.00300  -0.0768   0.8629   0.3755
  -2.200   0.0930   0.00878   0.00291  -0.0764   0.8554   0.4164
  -2.000   0.1135   0.00861   0.00286  -0.0760   0.8464   0.4630
  -1.800   0.1343   0.00844   0.00281  -0.0756   0.8386   0.5126
  -1.600   0.1546   0.00826   0.00278  -0.0751   0.8304   0.5663
  -1.400   0.1746   0.00809   0.00277  -0.0744   0.8224   0.6237
  -1.200   0.1943   0.00793   0.00276  -0.0736   0.8148   0.6839
  -1.000   0.2131   0.00777   0.00279  -0.0726   0.8064   0.7436
  -0.800   0.2315   0.00765   0.00279  -0.0712   0.7994   0.8029
  -0.600   0.2491   0.00754   0.00281  -0.0697   0.7907   0.8591
  -0.400   0.2704   0.00749   0.00278  -0.0689   0.7835   0.9124
  -0.200   0.3023   0.00746   0.00273  -0.0705   0.7752   0.9556
   0.000   0.3405   0.00744   0.00264  -0.0737   0.7676   0.9847
   0.200   0.3742   0.00744   0.00257  -0.0761   0.7593   1.0000
   0.400   0.3934   0.00750   0.00256  -0.0755   0.7509   1.0000
   0.600   0.4131   0.00756   0.00254  -0.0749   0.7431   1.0000
   0.800   0.4329   0.00762   0.00255  -0.0743   0.7342   1.0000
   1.000   0.4532   0.00769   0.00256  -0.0739   0.7264   1.0000
   1.200   0.4735   0.00775   0.00257  -0.0734   0.7174   1.0000
   1.400   0.4940   0.00782   0.00260  -0.0730   0.7090   1.0000
   1.600   0.5148   0.00790   0.00260  -0.0725   0.7007   1.0000
   1.800   0.5355   0.00796   0.00265  -0.0721   0.6912   1.0000
   2.000   0.5564   0.00804   0.00269  -0.0718   0.6826   1.0000
   2.200   0.5773   0.00812   0.00273  -0.0714   0.6733   1.0000
   2.400   0.5981   0.00819   0.00278  -0.0710   0.6634   1.0000
   2.600   0.6191   0.00827   0.00283  -0.0707   0.6540   1.0000
   2.800   0.6400   0.00836   0.00288  -0.0703   0.6441   1.0000
   3.000   0.6609   0.00843   0.00296  -0.0699   0.6331   1.0000
